trade_id,trade_timestamp,instrument_id,market_id,trader_id,side,quantity,price,currency,notional_value,trade_status,clearing_house
TR00012,2026-06-20 10:11:21,I020,M010,T012,Sell,75,84.3,EUR,6322500.0,Cleared,Nasdaq Clearing
TR00265,2026-06-21 08:35:02,I007,M003,T019,Sell,250,39.92,EUR,7185600.0,Settled,ICE Clear Europe
TR00023,2026-06-21 11:42:58,I010,M005,T010,Buy,150,78.52,EUR,8480160.0,Settled,ECC
TR00021,2026-06-22 16:56:36,I001,M001,T019,Sell,500,31.92,EUR,11491200.0,Cleared,ECC
TR00069,2026-06-23 12:10:07,I017,M008,T005,Sell,500,87.41,GBP,31467600.0,Executed,LCH
TR00011,2026-06-25 07:24:38,I009,M004,T020,Buy,20,36.82,EUR,530208.0,Settled,ICE Clear Europe
TR00083,2026-06-25 07:40:06,I012,M005,T011,Buy,20,96.26,EUR,1386144.0,Settled,LCH
TR00166,2026-06-25 12:43:51,I022,M011,T014,Sell,25,42.07,EUR,757260.0,Settled,LCH
TR00060,2026-06-25 12:59:32,I014,M006,T017,Sell,200,85.28,EUR,12280320.0,Executed,LCH
TR00174,2026-06-25 13:13:22,I002,M001,T015,Sell,10,36.01,EUR,259272.0,Settled,ECC
TR00176,2026-06-25 14:48:36,I013,M006,T016,Buy,100,76.62,EUR,5516640.0,Settled,Nasdaq Clearing
TR00155,2026-06-25 16:43:28,I014,M006,T003,Sell,25,111.71,EUR,2010780.0,Cancelled,LCH
TR00024,2026-06-27 09:26:58,I022,M011,T016,Buy,150,34.74,EUR,3751920.0,Settled,LCH
TR00243,2026-06-28 07:14:33,I017,M008,T012,Buy,250,125.02,GBP,22503600.0,Cleared,LCH
TR00162,2026-06-28 10:03:20,I009,M004,T016,Sell,200,37.8,EUR,5443200.0,Settled,LCH
TR00181,2026-06-28 10:29:04,I020,M010,T007,Sell,150,61.2,EUR,9180000.0,Executed,LCH
TR00293,2026-06-28 13:50:45,I013,M006,T007,Buy,75,92.58,EUR,4999320.0,Cleared,LCH
TR00250,2026-06-29 08:59:29,I017,M008,T012,Sell,150,82.11,GBP,8867880.0,Executed,Nasdaq Clearing
TR00009,2026-06-29 09:01:20,I015,M007,T016,Sell,25,88.49,EUR,1592820.0,Settled,ICE Clear Europe
TR00286,2026-06-29 09:30:13,I017,M008,T006,Buy,100,102.68,GBP,7392960.0,Cleared,Nasdaq Clearing
TR00125,2026-06-29 09:35:20,I012,M005,T009,Buy,200,107.92,EUR,15540480.0,Settled,ICE Clear Europe
TR00022,2026-06-29 11:31:41,I019,M009,T010,Sell,250,95.24,EUR,17143200.0,Settled,Nasdaq Clearing
TR00049,2026-06-29 16:47:08,I011,M005,T016,Sell,500,100.16,EUR,36057600.0,Cleared,ICE Clear Europe
TR00171,2026-06-29 17:04:04,I006,M002,T003,Buy,250,31.75,GBP,5715000.0,Executed,Nasdaq Clearing
TR00110,2026-06-29 17:53:50,I014,M006,T007,Sell,25,121.41,EUR,2185380.0,Cleared,ECC
TR00158,2026-07-02 11:57:33,I013,M006,T005,Buy,20,102.35,EUR,1473840.0,Settled,Nasdaq Clearing
TR00129,2026-07-03 13:10:12,I002,M001,T004,Sell,200,28.14,EUR,4052160.0,Settled,ECC
TR00065,2026-07-03 15:54:47,I021,M010,T008,Sell,5,75.71,EUR,378550.0,Settled,LCH
TR00040,2026-07-05 09:48:12,I019,M009,T007,Buy,250,64.11,EUR,11539800.0,Settled,Nasdaq Clearing
TR00090,2026-07-05 16:59:38,I012,M005,T002,Buy,10,113.7,EUR,818640.0,Settled,LCH
TR00041,2026-07-06 08:42:40,I003,M001,T005,Sell,500,35.03,EUR,12610800.0,Cleared,LCH
TR00019,2026-07-07 08:55:40,I004,M001,T002,Buy,200,30.49,EUR,4390560.0,Settled,LCH
TR00082,2026-07-07 09:14:12,I002,M001,T002,Sell,10,31.52,EUR,226944.0,Executed,ECC
TR00196,2026-07-07 11:23:51,I021,M010,T007,Buy,20,96.36,EUR,1927200.0,Settled,ECC
TR00120,2026-07-07 12:14:29,I009,M004,T015,Buy,10,32.93,EUR,237096.0,Executed,LCH
TR00055,2026-07-08 13:39:06,I005,M002,T019,Buy,100,32.66,GBP,2351520.0,Settled,LCH
TR00275,2026-07-09 09:36:40,I023,M012,T008,Buy,150,64.19,GBP,9628500.0,Cleared,Nasdaq Clearing
TR00254,2026-07-09 10:37:14,I006,M002,T004,Sell,500,42.34,GBP,15242400.0,Executed,Nasdaq Clearing
TR00070,2026-07-12 09:19:13,I016,M007,T018,Buy,25,108.72,EUR,1956960.0,Settled,LCH
TR00195,2026-07-13 09:43:21,I008,M003,T005,Sell,75,39.28,EUR,2121120.0,Executed,Nasdaq Clearing
TR00216,2026-07-13 15:37:39,I007,M003,T002,Buy,200,32.24,EUR,4642560.0,Cleared,ICE Clear Europe
TR00151,2026-07-13 16:57:55,I019,M009,T001,Sell,500,117.33,EUR,42238800.0,Settled,Nasdaq Clearing
TR00177,2026-07-13 17:48:38,I003,M001,T015,Sell,20,30.12,EUR,433728.0,Cleared,ECC
TR00118,2026-07-15 09:14:43,I008,M003,T002,Buy,20,46.2,EUR,665280.0,Cancelled,LCH
TR00150,2026-07-15 13:33:36,I009,M004,T004,Buy,50,32.52,EUR,1170720.0,Cleared,ECC
TR00134,2026-07-16 15:44:46,I004,M001,T020,Sell,5,38.39,EUR,138204.0,Executed,LCH
TR00076,2026-07-17 11:08:11,I005,M002,T018,Sell,500,33.13,GBP,11926800.0,Cancelled,ICE Clear Europe
TR00136,2026-07-17 16:18:40,I004,M001,T004,Sell,10,39.27,EUR,282744.0,Settled,ICE Clear Europe
TR00187,2026-07-18 10:18:11,I014,M006,T012,Buy,20,68.4,EUR,984960.0,Settled,Nasdaq Clearing
TR00035,2026-07-19 10:37:53,I011,M005,T018,Sell,25,128.02,EUR,2304360.0,Settled,Nasdaq Clearing
TR00086,2026-07-20 09:37:26,I004,M001,T017,Buy,200,37.35,EUR,5378400.0,Executed,ECC
TR00126,2026-07-20 12:24:20,I006,M002,T003,Sell,5,36.23,GBP,130428.0,Cleared,ECC
TR00249,2026-07-20 16:27:37,I003,M001,T017,Sell,75,34.58,EUR,1867320.0,Settled,ICE Clear Europe
TR00139,2026-07-21 11:01:37,I018,M008,T003,Buy,250,86.23,GBP,15521400.0,Cleared,LCH
TR00018,2026-07-21 13:16:14,I003,M001,T011,Sell,50,28.42,EUR,1023120.0,Executed,ECC
TR00191,2026-07-21 15:50:47,I024,M001,T006,Buy,50,27.91,EUR,1004760.0,Settled,LCH
TR00036,2026-07-22 13:16:35,I018,M008,T015,Buy,500,88.81,GBP,31971600.0,Cleared,ICE Clear Europe
TR00097,2026-07-22 15:24:57,I008,M003,T006,Buy,200,43.75,EUR,6300000.0,Settled,Nasdaq Clearing
TR00051,2026-07-22 16:29:32,I002,M001,T020,Buy,5,45.2,EUR,162720.0,Settled,LCH
TR00248,2026-07-22 17:15:48,I001,M001,T006,Sell,25,29.67,EUR,534060.0,Settled,ICE Clear Europe
TR00050,2026-07-23 10:26:19,I005,M002,T012,Buy,500,30.05,GBP,10818000.0,Settled,ICE Clear Europe
TR00044,2026-07-24 13:16:09,I013,M006,T014,Sell,20,101.98,EUR,1468512.0,Settled,ECC
